Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
11,"T Espinha, A Zaidman, HG Gross",Web api fragility: How robust is your mobile application?,2015,2015 2nd ACM International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7283022/,"https://scholar.google.com/scholar?cites=6525205255872602245&as_sdt=2005&sciodt=0,5&hl=en",82,25-01-21,,,,,,,,,11,1.83,4,3,6
79,"AT Nguyen, HA Nguyen, TT Nguyen, ...",Statistical learning approach for mining API usage mappings for code migration,2014,Proceedings of the 29th …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2642937.2643010,"https://scholar.google.com/scholar?cites=2059358437851456795&as_sdt=2005&sciodt=0,5&hl=en",83,25-01-21,,,,,,,,,79,11.29,20,4,7
14,"R Tsouroplis, M Petychakis, I Alvertis, E Biliri, ...",Community-based API Builder to manage APIs and their connections with Cloud-based Services.,2015,CAiSE Forum,academia.edu,https://www.academia.edu/download/37919674/paper_15.pdf,"https://scholar.google.com/scholar?cites=457020876090012250&as_sdt=2005&sciodt=0,5&hl=en",84,25-01-21,PDF,,,,,,,,14,2.33,3,5,6
12,"AT Nguyen, HA Nguyen, TT Nguyen, ...",Statistical learning of API mappings for language migration,2014,… Proceedings of the 36th …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2591062.2591144,"https://scholar.google.com/scholar?cites=5540209782029128100&as_sdt=2005&sciodt=0,5&hl=en",85,25-01-21,,,,,,,,,12,1.71,3,4,7
20,"V Bauer, L Heinemann",Understanding API usage to support informed decision making in software maintenance,2012,2012 16th European Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/6178917/,"https://scholar.google.com/scholar?cites=17300849739560868184&as_sdt=2005&sciodt=0,5&hl=en",86,25-01-21,,,,,,,,,20,2.22,10,2,9
34,"D Ye, Z Xing, CY Foo, J Li, ...",Learning to extract api mentions from informal natural language discussions,2016,2016 IEEE International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7816484/,"https://scholar.google.com/scholar?cites=1918585077512390546&as_sdt=2005&sciodt=0,5&hl=en",87,25-01-21,,,,,,,,,34,6.8,7,5,5
8,"SM Sohan, C Anslow, F Maurer",Automated example oriented REST API documentation at Cisco,2017,2017 IEEE/ACM 39th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7965445/,"https://scholar.google.com/scholar?cites=3622370776916678753&as_sdt=2005&sciodt=0,5&hl=en",88,25-01-21,,,,,,,,,8,2,3,3,4
0,"W Wu, YG Guéhéneuc, G Antoniol, M Kim",HALO: a multi-feature two-pass analysis to identify framework API evolution,2013,,publications.polymtl.ca,https://publications.polymtl.ca/2967/,,89,25-01-21,,,,,,,,,0,0,0,4,8
454,"A Maedche, B Motik, L Stojanovic, ...",Ontologies for enterprise knowledge management,2003,IEEE Intelligent …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/1193654/,"https://scholar.google.com/scholar?cites=13660419001300388855&as_sdt=2005&sciodt=0,5&hl=en",90,25-01-21,,,,,,,,,454,25.22,114,4,18
180,"MP Robillard, E Bodden, D Kawrykow, ...",Automated API property inference techniques,2012,IEEE Transactions …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/6311409/,"https://scholar.google.com/scholar?cites=12631390521521199373&as_sdt=2005&sciodt=0,5&hl=en",91,25-01-21,,,,,,,,,180,20,45,4,9
30,"TT Bartolomei, K Czarnecki, R Lämmel, ...",Study of an API migration for two XML APIs,2009,… Conference on Software …,Springer,https://link.springer.com/chapter/10.1007/978-3-642-12107-4_5,"https://scholar.google.com/scholar?cites=8703656831699444510&as_sdt=2005&sciodt=0,5&hl=en",92,25-01-21,,,,,,,,,30,2.5,8,4,12
2,"A Hora, R Robbes, N Anquetil, A Etien, S Ducasse",How do developers react to api evolution? the case of the pharo ecosystem,2015,Empirical Software Engineering,,,"https://scholar.google.com/scholar?cites=11131581919583131560&as_sdt=2005&sciodt=0,5&hl=en",93,25-01-21,CITATION,,,,,,,,2,0.33,0,5,6
22,"H Zhong, H Mei",An empirical study on API usages,2017,IEEE Transactions on Software Engineering,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8186224/,"https://scholar.google.com/scholar?cites=12710055207946330634&as_sdt=2005&sciodt=0,5&hl=en",94,25-01-21,,,,,,,,,22,5.5,11,2,4
11,"W Wu, B Adams, YG Guéhéneuc, ...",Acua: Api change and usage auditor,2014,2014 IEEE 14th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/6975642/,"https://scholar.google.com/scholar?cites=10873689957577262170&as_sdt=2005&sciodt=0,5&hl=en",95,25-01-21,,,,,,,,,11,1.57,3,4,7
22,"YM Mileva, A Wasylkowski, A Zeller",Mining evolution of object usage,2011,European Conference on Object …,Springer,https://link.springer.com/chapter/10.1007/978-3-642-22655-7_6,"https://scholar.google.com/scholar?cites=13238986565805771770&as_sdt=2005&sciodt=0,5&hl=en",96,25-01-21,,,,,,,,,22,2.2,7,3,10
38,"CRB de Souza, DLM Bentolila",Automatic evaluation of API usability using complexity metrics and visualizations,2009,2009 31st International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/5071006/,"https://scholar.google.com/scholar?cites=547942511232537569&as_sdt=2005&sciodt=0,5&hl=en",97,25-01-21,,,,,,,,,38,3.17,19,2,12
1,T Freese,Towards refactoring support in API evolution and team development,2006,,,,"https://scholar.google.com/scholar?cites=4321248696183164995&as_sdt=2005&sciodt=0,5&hl=en",98,25-01-21,CITATION,,,,,,,,1,0.07,1,1,15
14,"M Petychakis, I Alvertis, E Biliri, R Tsouroplis, ...","Enterprise collaboration framework for managing, advancing and unifying the functionality of multiple cloud-based services with the help of a graph API",2014,Working Conference on …,Springer,https://link.springer.com/chapter/10.1007/978-3-662-44745-1_15,"https://scholar.google.com/scholar?cites=14478086592099907341&as_sdt=2005&sciodt=0,5&hl=en",99,25-01-21,,,,,,,,,14,2,3,5,7
0,"T Espinha, A Zaidman, HG Gross",An Exploratory Study into how Web Service API Evolution Impacts API Clients,,,,,,100,25-01-21,CITATION,,,,,,,,0,0,0,3,
33,"G Digkas, M Lungu, A Chatzigeorgiou, ...",The evolution of technical debt in the apache ecosystem,2017,European Conference on …,Springer,https://link.springer.com/chapter/10.1007/978-3-319-65831-5_4,"https://scholar.google.com/scholar?cites=2624169375767401260&as_sdt=2005&sciodt=0,5&hl=en",101,25-01-21,,,,,,,,,33,8.25,8,4,4
35,"L Li, J Gao, TF Bissyandé, L Ma, X Xia, ...",Characterising deprecated android apis,2018,Proceedings of the 15th …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3196398.3196419,"https://scholar.google.com/scholar?cites=15081820731357898641&as_sdt=2005&sciodt=0,5&hl=en",102,25-01-21,,,,,,,,,35,11.67,6,6,3
40,"AA Sawant, R Robbes, ...","On the reaction to deprecation of 25,357 clients of 4+ 1 popular Java APIs",2016,2016 IEEE International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7816485/,"https://scholar.google.com/scholar?cites=18114669977412926569&as_sdt=2005&sciodt=0,5&hl=en",103,25-01-21,,,,,,,,,40,8,13,3,5
49,"J Businge, A Serebrenik, ...",An empirical study of the evolution of Eclipse third-party plug-ins,2010,Proceedings of the Joint …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/1862372.1862389,"https://scholar.google.com/scholar?cites=13123353119347898362&as_sdt=2005&sciodt=0,5&hl=en",104,25-01-21,,,,,,,,,49,4.45,16,3,11
33,P Siriwardena,Advanced API Security,2014,,Springer,https://link.springer.com/content/pdf/10.1007/978-1-4842-2050-4.pdf,"https://scholar.google.com/scholar?cites=14621402473085893719&as_sdt=2005&sciodt=0,5&hl=en",105,25-01-21,BOOK,,,,,,,,33,4.71,33,1,7
0,"TC Witte, T van der Storm, JC de Munck",“Assessing the impact of API evolution” An experiment with C++ and the Qt Framework,2010,,,,,106,25-01-21,CITATION,,,,,,,,0,0,0,3,11
24,"Z Xing, E Stroulia",The JDEvAn tool suite in support of object-oriented evolutionary development,2008,Companion of the 30th international conference on …,dl.acm.org,https://dl.acm.org/doi/pdf/10.1145/1370175.1370203,"https://scholar.google.com/scholar?cites=5868419125280177946&as_sdt=2005&sciodt=0,5&hl=en",107,25-01-21,,,,,,,,,24,1.85,12,2,13
568,"J Medved, R Varga, A Tkacik, ...",Opendaylight: Towards a model-driven sdn controller architecture,2014,Proceeding of IEEE …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/6918985/,"https://scholar.google.com/scholar?cites=602269418658981515&as_sdt=2005&sciodt=0,5&hl=en",108,25-01-21,,,,,,,,,568,81.14,142,4,7
8,"E Kim, K Kim, HP In",A multi-view API impact analysis for open SPL platform,2010,2010 The 12th International Conference …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/5440373/,"https://scholar.google.com/scholar?cites=1296391644222795530&as_sdt=2005&sciodt=0,5&hl=en",109,25-01-21,,,,,,,,,8,0.73,3,3,11
255,"Y Padioleau, J Lawall, RR Hansen, ...",Documenting and automating collateral evolutions in Linux device drivers,2008,Acm sigops operating …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/1357010.1352618,"https://scholar.google.com/scholar?cites=9712536145758154070&as_sdt=2005&sciodt=0,5&hl=en",110,25-01-21,,,,,,,,,255,19.62,64,4,13
48,"S Holmes, C Harber","Getting mean with mongo, express, angular, and node",2016,,cis.wtamu.edu,https://www.cis.wtamu.edu/syllabisearch/sites/default/files/Data/Babb%20CIDM%204382%2001%202017FA.pdf,"https://scholar.google.com/scholar?cites=10183244646793123913&as_sdt=2005&sciodt=0,5&hl=en",111,25-01-21,BOOK,,,,,,,,48,9.6,24,2,5
16,"H Zhong, S Thummalapenta, T Xie",Exposing behavioral differences in cross-language API mapping relations,2013,International Conference on …,Springer,https://link.springer.com/chapter/10.1007/978-3-642-37057-1_10,"https://scholar.google.com/scholar?cites=12182598884037835809&as_sdt=2005&sciodt=0,5&hl=en",112,25-01-21,,,,,,,,,16,2,5,3,8
1,W Wu,Understanding and Tooling Framework API Evolution,2014,,publications.polymtl.ca,https://publications.polymtl.ca/1642/,"https://scholar.google.com/scholar?cites=7040405831143712719&as_sdt=2005&sciodt=0,5&hl=en",113,25-01-21,,,,,,,,,1,0.14,1,1,7
32,"L Li, TF Bissyandé, Y Le Traon, ...",Accessing inaccessible android apis: An empirical study,2016,2016 IEEE International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7816486/,"https://scholar.google.com/scholar?cites=5809806531146811822&as_sdt=2005&sciodt=0,5&hl=en",114,25-01-21,,,,,,,,,32,6.4,8,4,5
27,"EMB Karbab, M Debbabi, A Derhab, ...",Android malware detection using deep learning on API method sequences,2017,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/1712.08996,"https://scholar.google.com/scholar?cites=5112441036614750784&as_sdt=2005&sciodt=0,5&hl=en",115,25-01-21,,,,,,,,,27,6.75,7,4,4
172,"G Bavota, M Linares-Vasquez, ...",The impact of api change-and fault-proneness on the user ratings of android apps,2014,IEEE Transactions …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/6945855/,"https://scholar.google.com/scholar?cites=8483648967723242914&as_sdt=2005&sciodt=0,5&hl=en",116,25-01-21,,,,,,,,,172,24.57,57,3,7
126,J Tulach,Practical API design: Confessions of a Java framework architect,2008,,books.google.com,https://books.google.com/books?hl=en&lr=&id=VXKBgiD57lwC&oi=fnd&pg=PR13&dq=%22api+evolution%22&ots=iMPtpHd8uw&sig=YUc2ZoCE-ENkQFilaGhlRgM9L3E,"https://scholar.google.com/scholar?cites=5509466310961835647&as_sdt=2005&sciodt=0,5&hl=en",117,25-01-21,BOOK,,,,,,,,126,9.69,126,1,13
24,"S Azad, PC Rigby, L Guerrouj",Generating API call rules from version history and stack overflow posts,2017,ACM Transactions on Software …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2990497,"https://scholar.google.com/scholar?cites=13370470447595089301&as_sdt=2005&sciodt=0,5&hl=en",118,25-01-21,,,,,,,,,24,6,8,3,4
26,"S Mostafa, R Rodriguez, X Wang",Experience paper: a study on behavioral backward incompatibilities of Java software libraries,2017,Proceedings of the 26th ACM …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3092703.3092721,"https://scholar.google.com/scholar?cites=6702264075544818858&as_sdt=2005&sciodt=0,5&hl=en",119,25-01-21,,,,,,,,,26,6.5,9,3,4
28,"PK Venkatesh, S Wang, F Zhang, Y Zou, ...",What do client developers concern when using web apis? an empirical study on developer forums and stack overflow,2016,… Conference on Web …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7557994/,"https://scholar.google.com/scholar?cites=3181518683197004681&as_sdt=2005&sciodt=0,5&hl=en",120,25-01-21,,,,,,,,,28,5.6,6,5,5
115,"YM Mileva, V Dallmeier, M Burger, A Zeller",Mining trends of library usage,2009,Proceedings of the joint …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/1595808.1595821,"https://scholar.google.com/scholar?cites=1984774162547511453&as_sdt=2005&sciodt=0,5&hl=en",121,25-01-21,,,,,,,,,115,9.58,29,4,12
21,"D Dig, R Johnson",Automated upgrading of component-based applications,2006,Companion to the 21st ACM SIGPLAN symposium on …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/1176617.1176668,"https://scholar.google.com/scholar?cites=6790368569509291916&as_sdt=2005&sciodt=0,5&hl=en",122,25-01-21,,,,,,,,,21,1.4,11,2,15
23,"S Hassaine, YG Guéhéneuc, S Hamel, ...",Advise: Architectural decay in software evolution,2012,2012 16th European …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/6178893/,"https://scholar.google.com/scholar?cites=12465046528685205400&as_sdt=2005&sciodt=0,5&hl=en",123,25-01-21,,,,,,,,,23,2.56,6,4,9
26,"E Mosqueira-Rey, D Alonso-Ríos, ...",A systematic approach to API usability: Taxonomy-derived criteria and a case study,2018,information and …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0950584917302471,"https://scholar.google.com/scholar?cites=13698605862564042441&as_sdt=2005&sciodt=0,5&hl=en",124,25-01-21,,,,,,,,,26,8.67,9,3,3
0,"H Cho, E Kim, J Gray",Managing API Evolution for Open Software Platforms.,2010,SEDE,,,,125,25-01-21,CITATION,,,,,,,,0,0,0,3,11
0,"J Reuter, F Padberg",Towards a Change Specification Language for API Evolution.,2007,WRT,,,,126,25-01-21,CITATION,,,,,,,,0,0,0,2,14
15,"M Ahasanuzzaman, M Asaduzzaman, ...",Classifying stack overflow posts on API issues,2018,2018 IEEE 25th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8330213/,"https://scholar.google.com/scholar?cites=16942781650052292804&as_sdt=2005&sciodt=0,5&hl=en",127,25-01-21,,,,,,,,,15,5,5,3,3
3,"Y Chen, X Xu, L Zhu",Web platform API design principles and service contract,2012,2012 19th Asia-Pacific Software …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/6462757/,"https://scholar.google.com/scholar?cites=6955460304891456681&as_sdt=2005&sciodt=0,5&hl=en",128,25-01-21,,,,,,,,,3,0.33,1,3,9
5,"J Campinhos, JC Seco, J Cunha",Type-safe evolution of web services,2017,2017 IEEE/ACM 2nd …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7968059/,"https://scholar.google.com/scholar?cites=3372137404977422580&as_sdt=2005&sciodt=0,5&hl=en",129,25-01-21,,,,,,,,,5,1.25,2,3,4
36,"K Jezek, J Dietrich, P Brada",How Java APIs break–an empirical study,2015,Information and Software Technology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0950584915000506,"https://scholar.google.com/scholar?cites=12051323050890672122&as_sdt=2005&sciodt=0,5&hl=en",130,25-01-21,,,,,,,,,36,6,12,3,6
21,"A Hora, MT Valente, R Robbes, N Anquetil",When should internal interfaces be promoted to public?,2016,Proceedings of the 2016 …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2950290.2950306,"https://scholar.google.com/scholar?cites=11286396809884823196&as_sdt=2005&sciodt=0,5&hl=en",131,25-01-21,,,,,,,,,21,4.2,5,4,5
3,"T Espinha, A Zaidman, HG Gross",Web api fragility: How robust is your web api client,2014,arXiv preprint arXiv:1407.4266,arxiv.org,https://arxiv.org/abs/1407.4266,"https://scholar.google.com/scholar?cites=16465600578970235764&as_sdt=2005&sciodt=0,5&hl=en",132,25-01-21,,,,,,,,,3,0.43,1,3,7
9,"J Yang, E Wittern, ATT Ying, J Dolby, ...",Towards extracting web api specifications from documentation,2018,2018 IEEE/ACM 15th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8595229/,"https://scholar.google.com/scholar?cites=6155337666848375598&as_sdt=2005&sciodt=0,5&hl=en",133,25-01-21,,,,,,,,,9,3,2,5,3
32,"M Herrmannsdörfer, G Wachsmuth",Coupled evolution of software metamodels and models,2014,Evolving Software Systems,Springer,https://link.springer.com/chapter/10.1007/978-3-642-45398-4_2,"https://scholar.google.com/scholar?cites=694567908476647126&as_sdt=2005&sciodt=0,5&hl=en",134,25-01-21,,,,,,,,,32,4.57,16,2,7
0,"M Rudolf, I Savga, J Lehmann, J Sliwerski, H Wendel",API Changes-How Much Would You Allow?,,researchgate.net,,https://www.researchgate.net/profile/Michael_Rudolf/publication/224693424_API_Changes_-_How_FarWould_You_Go/links/0deec52248a66341b7000000.pdf,,135,25-01-21,PDF,,,,,,,,0,0,0,5,
91,"DM German, B Adams, ...",The evolution of the R software ecosystem,2013,2013 17th European …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/6498472/,"https://scholar.google.com/scholar?cites=8073107056669038449&as_sdt=2005&sciodt=0,5&hl=en",136,25-01-21,,,,,,,,,91,11.38,30,3,8
98,"N Tsantalis, M Mansouri, L Eshkevari, ...",Accurate and efficient refactoring detection in commit history,2018,2018 IEEE/ACM 40th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8453111/,"https://scholar.google.com/scholar?cites=15380727275941353845&as_sdt=2005&sciodt=0,5&hl=en",137,25-01-21,,,,,,,,,98,32.67,25,4,3
128,"Z Xing, E Stroulia",Refactoring detection based on umldiff change-facts queries,2006,2006 13th Working Conference on Reverse …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/4023996/,"https://scholar.google.com/scholar?cites=17451998373590312739&as_sdt=2005&sciodt=0,5&hl=en",138,25-01-21,,,,,,,,,128,8.53,64,2,15
19,"AA Sawant, M Aniche, A van Deursen, ...",Understanding developers' needs on deprecation as a language feature,2018,2018 IEEE/ACM 40th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8453124/,"https://scholar.google.com/scholar?cites=13378560978156511624&as_sdt=2005&sciodt=0,5&hl=en",139,25-01-21,,,,,,,,,19,6.33,5,4,3
2,"T Chaikalis, A Chatzigeorgiou, A Ampatzoglou, ...",Assessing the evolution of quality in java libraries,2015,Proceedings of the 7th …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2801081.2801097,"https://scholar.google.com/scholar?cites=4699664138873543426&as_sdt=2005&sciodt=0,5&hl=en",140,25-01-21,,,,,,,,,2,0.33,1,4,6
8,"AA Sawant, G Huang, G Vilen, ...",Why are features deprecated? an investigation into the motivation behind deprecation,2018,2018 IEEE …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8529833/,"https://scholar.google.com/scholar?cites=841446740879008899&as_sdt=2005&sciodt=0,5&hl=en",141,25-01-21,,,,,,,,,8,2.67,2,4,3
